"src","dest","dist"
"BRU","ESU",1529
"BRU","BWK",776
"BRU","CND",1198
"BRU","BER",400
"MUC","ATL",4782
"MUC","BOS",3838
"MUC","DFW",5313
"MUC","IAD",4249
"MUC","IAH",5402
"MUC","JFK",4024
"MUC","LAX",5971
"MUC","MIA",4994
"MUC","ORD",4514
"MUC","SEA",5264
"MUC","SFO",5860
"MUC","LAS",5749
"MUC","DEN",5208
"MUC","EWR",4038
"MUC","PHL",4118
"MUC","DTW",4332
"MUC","YYZ",4124
"MUC","YVR",5179
"MUC","LHR",585
"MUC","LGW",567
"MUC","CDG",423
"MUC","FRA",186
"MUC","HEL",978
"MUC","SIN",6246
"MUC","DXB",2834
"MUC","DEL",3663
"MUC","DUB",858
"MUC","HKG",5600
"MUC","PEK",4794
"MUC","PVG",5451
"MUC","FCO",453
"MUC","BOM",3919
"MUC","AMS",412
"MUC","PRG",164
"MUC","BCN",680
"MUC","MAD",929
"MUC","VIE",221
"MUC","ZRH",162
"MUC","GVA",303
"MUC","BRU",371
"MUC","RSW",5021
"MUC","MAN",702
"MUC","YUL",3819
"MUC","CGN",271
"MUC","LCY",564
"MUC","GOT",643
"MUC","VCE",198
"MUC","OSL",818
"MUC","ARN",818
"MUC","STN",566
"MUC","EDI",826
"MUC","BKK",5464
"MUC","DME",1206
"MUC","SVO",1197
"MUC","HND",5811
"MUC","DOH",2671
"MUC","ORY",431
"MUC","NCE",391
"MUC","MXP",237
"MUC","ATH",942
"MUC","ZAG",270
"MUC","BUD",351
"MUC","ALC",929
"MUC","BIO",787
"MUC","IBZ",835
"MUC","MAH",695
"MUC","ICN",5278
"MUC","CPT",5699
"MUC","JNB",5243
"MUC","MBA",3987
"MUC","GRU",6121
"MUC","MEX",6113
"MUC","LCA",1453
"MUC","WAW",483
"MUC","MLA",874
"MUC","SOF",684
"MUC","BEG",472
"MUC","CAI",1629
"MUC","TLV",1649
"MUC","IST",961
"MUC","YHZ",3431
"MUC","AUH",2844
"MUC","HAM",373
"MUC","STR",120
"MUC","GOA",306
"MUC","NAP",530
"MUC","PSA",329
"MUC","TRN",293
"MUC","BLQ",265
"MUC","VRN",209
"MUC","NTE",627
"MUC","CPH",503
"MUC","CLT",4564
"MUC","LUX",267
"MUC","CUN",5519
"MUC","DUS",302
"MUC","LIS",1232
"MUC","TUN",798
"MUC","LTN",590
"MUC","KIX",5737
"MUC","MCT",3044
"MUC","KEF",1671
"MUC","TAB",4845
"MUC","MBJ",5253
"MUC","LPA",2021
"MUC","SOU",613
"MUC","PMI",755
"MUC","PUJ",4818
"MUC","SJO",5971
"MUC","RIX",779
"MUC","RUH",2483
"MUC","AGP",1152
"MUC","FNC",1830
"MUC","AYT",1242
"MUC","ZTH",863
"MUC","RHO",1167
"MUC","BRS",677
"MUC","NCL",737
"MUC","EIN",356
"MUC","SVQ",1165
"MUC","BSL",204
"MUC","DBV",508
"MUC","AMM",1706
"MUC","BGO",865
"MUC","TLL",927
"MUC","ORK",926
"MUC","HAV",5226
"MUC","WRO",296
"MUC","VKO",1184
"MUC","SPU",397
"MUC","HAJ",298
"MUC","LIN",233
"MUC","LYS",363
"MUC","MRS",463
"MUC","OTP",728
"MUC","RTM",409
"MUC","CMN",1439
"MUC","FAO",1266
"MUC","JMK",1016
"MUC","KBP",868
"MUC","RJK",253
"MUC","TLS",596
"MUC","LED",1081
"MUC","OPO",1112
"MUC","IKA",2182
"MUC","MRU",5528
"MUC","BOG",5785
"MUC","BHX",658
"MUC","KGS",1111
"MUC","BLL",522
"MUC","BRN",223
"MUC","FLR",315
"MUC","DRS",211
"MUC","ANR",381
"MUC","BRE",350
"MUC","PRN",599
"MUC","TOS",1492
"MUC","KRK",380
"MUC","FUE",1935
"MUC","ACE",1899
"MUC","TFS",2060
"MUC","AGA",1671
"MUC","RAK",1552
"MUC","SID",2929
"MUC","BVC",2961
"MUC","HRG",1878
"MUC","TIA",616
"MUC","PFO",1417
"MUC","SCQ",1042
"MUC","VLC",862
"MUC","BOD",640
"MUC","BIA",416
"MUC","MPL",499
"MUC","SXB",191
"MUC","HER",1129
"MUC","EFL",830
"MUC","KLX",935
"MUC","CFU",726
"MUC","PVK",789
"MUC","CHQ",1086
"MUC","SKG",771
"MUC","BRI",554
"MUC","CTA",770
"MUC","PMO",706
"MUC","OLB",527
"MUC","ADB",1035
"MUC","DLM",1176
"MUC","BJV",1107
"MUC","SAW",1000
"MUC","TIV",530
"MUC","NBE",850
"MUC","MSQ",798
"MUC","DTM",287
"MUC","NUE",86
"MUC","LEJ",214
"MUC","CWL",704
"MUC","GDN",505
"MUC","SPC",2076
"MUC","SMI",1057
"MUC","SUF",689
"MUC","LJU",193
"MUC","ASR",1350
"MUC","VRA",5182
"MUC","EBL",1826
"MUC","TBS",1669
"MUC","FDF",4678
"MUC","KTW",359
"MUC","LUZ",526
"MUC","VNO",722
"MUC","BOJ",858
"MUC","TSN",4870
"MUC","RZE",477
"MUC","PUY",259
"MUC","ZAD",339
"MUC","BGY",209
"MUC","DJE",1001
"MUC","FMO",318
"MUC","GWT",476
"MUC","POZ",358
"MUC","WDH",4903
"MUC","XRY",1206
"MUC","GRZ",194
"MUC","ESB",1187
"MUC","KIV",802
"MUC","OVB",2935
"MUC","MIR",871
"MUC","OVD",914
"MUC","BIQ",722
"MUC","SVX",2088
"MUC","SNU",5143
"MUC","BGW",1968
"MUC","ISU",1914
"MUC","KRR",1310
"MUC","CAG",643
"MUC","CLJ",564
"MUC","TSR",482
"MUC","VOL",834
"MUC","SJJ",442
"MUC","IAS",738
"MUC","SBZ",604
"MUC","KSC",433
"MUC","LWO",559
"MUC","ODS",891
"MUC","BDS",611
"MUC","EBA",393
"MUC","NRK",730
"MUC","PAD",265
"MUC","NRN",336
"MUC","RLG",385
"MUC","AOK",1187
"MUC","KVA",811
"MUC","MJT",976
"MUC","TRS",192
"MUC","AOI",336
"MUC","DOK",1189
"MUC","VOZ",1231
"MUC","AAR",551
"MUC","ZAZ",776
"MUC","BRQ",230
"MUC","SCN",221
"MUC","GRQ",400
"MUC","JSH",1165
"MUC","RMI",302
"MUC","ADA",1419
"MUC","GRV",1652
"MUC","LCJ",410
"MUC","SZF",1302
"MUC","OGU",1379
"MUC","MBX",223
"MUC","BER",288
"CHC","SYD",1320
"CHC","SIN",5218
"CHC","MEL",1499
"CHC","HKG",5864
"CHC","AKL",463
"CHC","WLG",189
"CHC","BNE",1551
"CHC","OOL",1494
"CHC","NAN",1800
"CHC","RAR",2210
"CHC","ZQN",215
"CHC","DUD",204
"CHC","HLZ",415
"CHC","NPL",321
"CHC","NPE",357
"CHC","NSN",155
"CHC","PMR",270
"CHC","PPQ",218
"CHC","ROT",421
"CHC","TRG",445
"CHC","BHE",152
"CHC","HKK",95
"CHC","IVC",288
"CBR","SYD",147
"CBR","SIN",3857
"CBR","MEL",292
"CBR","PER",1916
"CBR","WLG",1442
"CBR","BNE",594
"CBR","DOH",7604
"CBR","OOL",554
"CBR","ADL",602
"RSW","ATL",516
"RSW","BNA",723
"RSW","BOS",1250
"RSW","BWI",921
"RSW","DCA",893
"RSW","DFW",1015
"RSW","IAH",859
"RSW","JFK",1075
"RSW","LGA",1081
"RSW","MCO",134
"RSW","MIA",104
"RSW","MSP",1417
"RSW","ORD",1122
"RSW","PHX",1864
"RSW","RDU",668
"RSW","SLC",1982
"RSW","LAS",2065
"RSW","DEN",1605
"RSW","HPN",1103
"RSW","EWR",1069
"RSW","SJU",1148
"RSW","CLE",1027
"RSW","PHL",994
"RSW","DTW",1086
"RSW","YYZ",1189
"RSW","MUC",5021
"RSW","CGN",4768
"RSW","PIT",967
"RSW","PWM",1344
"RSW","CLT",601
"RSW","CVG",880
"RSW","IND",947
"RSW","MCI",1155
"RSW","STL",980
"RSW","MKE",1185
"RSW","MDW",1107
"RSW","OMA",1299
"RSW","DUS",4744
"RSW","NAS",286
"RSW","EYW",137
"RSW","PVD",1202
"RSW","COS",1573
"RSW","BUF",1145
"RSW","CMH",932
"RSW","ALB",1206
"RSW","BDL",1181
"RSW","ISP",1102
"RSW","GRR",1148
"RSW","MSN",1223
"RSW","CAK",993
"RSW","SYR",1188
"RSW","ACY",983
"RSW","TTN",1029
"MAN","ATL",4086
"MAN","BOS",3143
"MAN","IAD",3553
"MAN","IAH",4701
"MAN","JFK",3330
"MAN","LAX",5296
"MAN","MCO",4225
"MAN","MIA",4320
"MAN","ORD",3813
"MAN","SEA",4633
"MAN","SFO",5204
"MAN","LAS",5071
"MAN","EWR",3343
"MAN","PHL",3422
"MAN","YYZ",3422
"MAN","YVR",4556
"MAN","LHR",151
"MAN","CDG",365
"MAN","FRA",516
"MAN","HEL",1125
"MAN","SIN",6803
"MAN","DXB",3512
"MAN","DUB",165
"MAN","HKG",5973
"MAN","PEK",5025
"MAN","FCO",1042
"MAN","BOM",4556
"MAN","AMS",302
"MAN","PRG",740
"MAN","BCN",857
"MAN","MAD",890
"MAN","VIE",896
"MAN","ZRH",625
"MAN","GVA",616
"MAN","BRU",333
"MAN","MUC",702
"MAN","CGN",434
"MAN","LCY",161
"MAN","GOT",640
"MAN","VCE",849
"MAN","SNN",280
"MAN","OSL",690
"MAN","ARN",879
"MAN","EDI",185
"MAN","GLA",194
"MAN","YYC",4208
"MAN","DME",1599
"MAN","DOH",3359
"MAN","NCE",796
"MAN","MXP",725
"MAN","ATH",1637
"MAN","ZAG",971
"MAN","BUD",1027
"MAN","ALC",1044
"MAN","BIO",695
"MAN","IBZ",1015
"MAN","MAH",980
"MAN","LCA",2154
"MAN","MLA",1454
"MAN","SOF",1384
"MAN","CAI",2325
"MAN","ADD",3816
"MAN","TLV",2350
"MAN","IST",1656
"MAN","AUH",3526
"MAN","HAM",503
"MAN","STR",593
"MAN","GOA",795
"MAN","NAP",1155
"MAN","PSA",881
"MAN","TRN",717
"MAN","BLQ",863
"MAN","TSF",836
"MAN","VRN",805
"MAN","NTE",429
"MAN","CPH",618
"MAN","LUX",446
"MAN","CUN",4840
"MAN","DUS",407
"MAN","LIS",1057
"MAN","GIB",1197
"MAN","JED",3078
"MAN","MCT",3718
"MAN","KEF",1026
"MAN","BGI",4160
"MAN","ANU",4024
"MAN","TAB",4320
"MAN","MBJ",4608
"MAN","LPA",1878
"MAN","SOU",170
"MAN","PMI",982
"MAN","PUJ",4212
"MAN","RIX",1058
"MAN","RUH",3181
"MAN","AGP",1157
"MAN","FNC",1596
"MAN","ABZ",266
"MAN","AYT",1944
"MAN","ISB",3816
"MAN","JER",286
"MAN","ZTH",1541
"MAN","RHO",1867
"MAN","GCI",271
"MAN","EIN",348
"MAN","SVQ",1114
"MAN","BSL",586
"MAN","DBV",1200
"MAN","SVG",487
"MAN","HKT",6196
"MAN","BGO",556
"MAN","TLL",1108
"MAN","ORK",281
"MAN","WRO",822
"MAN","LHE",3973
"MAN","SPU",1082
"MAN","BHD",170
"MAN","HAJ",501
"MAN","LYS",621
"MAN","MRS",765
"MAN","CMN",1405
"MAN","FAO",1161
"MAN","JMK",1714
"MAN","JTR",1773
"MAN","KBP",1417
"MAN","RJK",940
"MAN","TLS",692
"MAN","OPO",887
"MAN","TIP",1619
"MAN","ZYL",5011
"MAN","MRU",6214
"MAN","INN",731
"MAN","INV",297
"MAN","SZG",770
"MAN","KGS",1810
"MAN","BLL",486
"MAN","IOM",108
"MAN","GRX",1118
"MAN","FLR",899
"MAN","BRE",458
"MAN","BFS",183
"MAN","NQY",232
"MAN","NOC",271
"MAN","TRF",625
"MAN","KRK",966
"MAN","FUE",1817
"MAN","ACE",1780
"MAN","TFS",1893
"MAN","AGA",1630
"MAN","RAK",1529
"MAN","SID",2763
"MAN","BVC",2801
"MAN","HRG",2574
"MAN","SSH",2551
"MAN","PFO",2118
"MAN","LEI",1140
"MAN","MJV",1078
"MAN","VLC",961
"MAN","BOD",593
"MAN","HER",1819
"MAN","CFU",1409
"MAN","PVK",1474
"MAN","CHQ",1773
"MAN","SKG",1471
"MAN","CTA",1374
"MAN","OLB",1020
"MAN","PDL",1550
"MAN","ADB",1737
"MAN","DLM",1877
"MAN","BJV",1808
"MAN","SAW",1695
"MAN","NBE",1342
"MAN","NUE",632
"MAN","SEN",175
"MAN","NWI",155
"MAN","EXT",187
"MAN","GDN",844
"MAN","GRO",824
"MAN","SUF",1326
"MAN","HOG",4420
"MAN","BOJ",1550
"MAN","REU",858
"MAN","BZR",739
"MAN","LGK",6352
"MAN","VAR",1534
"MAN","CRL",349
"MAN","WAT",216
"MAN","RYG",648
"MAN","WMI",953
"MAN","RZE",1057
"MAN","PUY",933
"MAN","ZAD",1021
"MAN","BVA",329
"MAN","TPS",1277
"MAN","BGY",753
"MAN","CIA",1052
"MAN","TGD",1245
"MAN","BTS",920
"MAN","SNU",4479
"MAN","GOI",4795
"MAN","DWC",3522
"MAN","CAG",1111
"MAN","LRH",498
"MAN","CCF",731
"MAN","LDY",229
"MAN","KOI",388
"MAN","LSI",452
"MAN","SYY",371
"MAN","EGC",602
"MAN","MJT",1678
"MAN","AAR",551
"MAN","KTT",1331
"MAN","UTP",6046
"MAN","CMF",645
"MAN","GNB",648
"MAN","RMU",1075
"MAN","BER",660
"YUL","ATL",994
"YUL","BOS",254
"YUL","BWI",460
"YUL","DCA",487
"YUL","DFW",1510
"YUL","FLL",1386
"YUL","IAD",489
"YUL","IAH",1583
"YUL","JFK",334
"YUL","LAX",2467
"YUL","LGA",324
"YUL","MCO",1247
"YUL","MIA",1406
"YUL","MSP",947
"YUL","ORD",746
"YUL","PHX",2178
"YUL","RDU",713
"YUL","SFO",2531
"YUL","LAS",2233
"YUL","DEN",1607
"YUL","EWR",331
"YUL","SJU",1918
"YUL","PHL",394
"YUL","DTW",528
"YUL","YYZ",315
"YUL","YVR",2286
"YUL","LHR",3238
"YUL","LGW",3257
"YUL","CDG",3430
"YUL","FRA",3635
"YUL","NRT",6429
"YUL","DUB",2962
"YUL","PEK",6487
"YUL","PVG",7049
"YUL","FCO",4089
"YUL","AMS",3417
"YUL","BCN",3671
"YUL","VIE",4013
"YUL","ZRH",3723
"YUL","GVA",3667
"YUL","YOW",94
"YUL","BRU",3449
"YUL","MUC",3819
"YUL","YEG",1843
"YUL","VCE",3948
"YUL","GLA",2982
"YUL","YYC",1866
"YUL","DOH",6462
"YUL","ORY",3431
"YUL","NCE",3806
"YUL","ATH",4739
"YUL","YYT",1005
"YUL","LIM",3975
"YUL","MEX",2305
"YUL","TLV",5466
"YUL","PIT",475
"YUL","IST",4773
"YUL","YHZ",499
"YUL","YWG",1129
"YUL","CLT",802
"YUL","CUN",1844
"YUL","PVR",2472
"YUL","LIS",3251
"YUL","KEF",2315
"YUL","ANU",2074
"YUL","MBJ",1877
"YUL","PUJ",1883
"YUL","SJO",2527
"YUL","RTB",2144
"YUL","AGP",3543
"YUL","YQB",145
"YUL","AMM",5524
"YUL","BDL",249
"YUL","ALG",3897
"YUL","HAV",1627
"YUL","LYS",3642
"YUL","MRS",3729
"YUL","OTP",4522
"YUL","CMN",3523
"YUL","TLS",3557
"YUL","CZM",1878
"YUL","MZT",2383
"YUL","PLS",1638
"YUL","UVF",2315
"YUL","BOD",3426
"YUL","HOG",1711
"YUL","VRA",1608
"YUL","LRM",1886
"YUL","SDQ",1882
"YUL","PAP",1859
"YUL","FDF",2258
"YUL","PTP",2137
"YUL","AZS",1824
"YUL","YXU",403
"YUL","CCC",1610
"YUL","YYJ",2306
"YUL","ZIH",2497
"YUL","YQM",438
"YUL","YTZ",306
"YUL","HUX",2430
"YUL","YFC",349
"YUL","YQG",509
"YUL","YSJ",381
"YUL","YYG",513
"YUL","CMW",1677
"YUL","SNU",1625
"YUL","SCU",1765
"YUL","YBC",362
"YUL","YBG",236
"YUL","YGL",590
"YUL","YGW",700
"YUL","YHM",344
"YUL","YMT",299
"YUL","YUY",306
"YUL","YVO",261
"YUL","YVP",900
"YUL","YWK",600
"YUL","YYY",339
"YUL","YZV",477
"YUL","ZBF",408
"YUL","FSP",844
"YEG","DFW",1629
"YEG","IAH",1853
"YEG","LAX",1358
"YEG","MCO",2369
"YEG","MIA",2555
"YEG","MSP",1083
"YEG","ORD",1416
"YEG","PHX",1374
"YEG","SEA",557
"YEG","SFO",1162
"YEG","LAS",1192
"YEG","DEN",1018
"YEG","EWR",2017
"YEG","OAK",1153
"YEG","YYZ",1670
"YEG","YVR",502
"YEG","LHR",4228
"YEG","AMS",4318
"YEG","YOW",1769
"YEG","YUL",1843
"YEG","YYC",153
"YEG","YYT",2620
"YEG","YWG",737
"YEG","CUN",2636
"YEG","PSP",1353
"YEG","PVR",2296
"YEG","KEF",3056
"YEG","MBJ",3064
"YEG","YXE",298
"YEG","YQR",428
"YEG","YXU",1634
"YEG","YYJ",535
"YEG","YLW",339
"YEG","YMM",249
"YEG","AZA",1384
"YEG","HUX",2756
"YEG","YZF",633
"YEG","YQQ",545
"YEG","YXJ",349
"YEG","YXS",375
"YEG","YHM",1678
"YEG","YHY",526
"YEG","YOJ",392
"YEG","YOP",423
"YEG","YQU",250
"YEG","YSM",467
"YEG","YXX",481
"CGN","BOS",3576
"CGN","MCO",4654
"CGN","MIA",4745
"CGN","SEA",5008
"CGN","LAS",5481
"CGN","LHR",332
"CGN","LGW",319
"CGN","DUB",594
"CGN","FCO",671
"CGN","AMS",143
"CGN","PRG",317
"CGN","BCN",703
"CGN","MAD",881
"CGN","VIE",463
"CGN","ZRH",243
"CGN","MUC",271
"CGN","RSW",4768
"CGN","MAN",434
"CGN","VCE",441
"CGN","OSL",662
"CGN","ARN",738
"CGN","STN",306
"CGN","EDI",556
"CGN","DME",1301
"CGN","NCE",498
"CGN","MXP",369
"CGN","ATH",1213
"CGN","ZAG",541
"CGN","BUD",595
"CGN","ALC",947
"CGN","IBZ",874
"CGN","MAH",773
"CGN","CPT",5899
"CGN","WAW",600
"CGN","MLA",1098
"CGN","SOF",950
"CGN","TLV",1917
"CGN","IST",1222
"CGN","HAM",226
"CGN","NAP",769
"CGN","PSA",519
"CGN","BLQ",477
"CGN","TSF",428
"CGN","VRN",415
"CGN","CPH",399
"CGN","LIS",1149
"CGN","TUN",980
"CGN","MBJ",5018
"CGN","LPA",1971
"CGN","PMI",810
"CGN","PUJ",4600
"CGN","AGP",1136
"CGN","FNC",1743
"CGN","AYT",1510
"CGN","ZTH",1128
"CGN","RHO",1437
"CGN","BRS",429
"CGN","SVQ",1127
"CGN","DBV",777
"CGN","ALG",998
"CGN","HAV",4978
"CGN","SPU",663
"CGN","CMN",1419
"CGN","TNG",1230
"CGN","FAO",1211
"CGN","JMK",1287
"CGN","JTR",1348
"CGN","RJK",519
"CGN","LED",1089
"CGN","IKA",2415
"CGN","BHX",396
"CGN","SZG",338
"CGN","KGS",1381
"CGN","BRN",273
"CGN","DRS",288
"CGN","ANR",119
"CGN","FUE",1894
"CGN","ACE",1857
"CGN","TFS",2002
"CGN","AGA",1654
"CGN","RAK",1539
"CGN","SID",2881
"CGN","HRG",2149
"CGN","BOD",553
"CGN","BIA",585
"CGN","HER",1398
"CGN","CFU",992
"CGN","PVK",1056
"CGN","SKG",1041
"CGN","BRI",813
"CGN","CTA",1004
"CGN","PMO",923
"CGN","OLB",697
"CGN","ADB",1305
"CGN","DLM",1446
"CGN","SAW",1261
"CGN","NBE",1034
"CGN","LEJ",224
"CGN","SEN",283
"CGN","GDN",532
"CGN","NDR",1208
"CGN","GRO",653
"CGN","SUF",937
"CGN","ASR",1606
"CGN","TBS",1889
"CGN","KTW",523
"CGN","VNO",799
"CGN","BOJ",1116
"CGN","PUY",518
"CGN","ZAD",603
"CGN","DJE",1187
"CGN","HDF",361
"CGN","FDH",245
"CGN","GWT",284
"CGN","WDH",5103
"CGN","XRY",1172
"CGN","ESB",1443
"CGN","SKP",921
"CGN","MIR",1058
"CGN","CLY",581
"CGN","CAG",807
"CGN","KLU",438
"CGN","SJJ",713
"CGN","IAS",958
"CGN","KSC",646
"CGN","GZP",1597
"CGN","RLG",302
"CGN","AOK",1458
"CGN","KVA",1080
"CGN","TRS",453
"CGN","IEV",1017
"CGN","OSI",653
"CGN","TZL",696
"CGN","GZT",1770
"CGN","AQJ",2053
"CGN","OGU",1620
"CGN","VIT",720
"CGN","BER",293
"LCY","CDG",204
"LCY","FRA",384
"LCY","DUB",297
"LCY","FCO",882
"LCY","AMS",208
"LCY","PRG",626
"LCY","MAD",780
"LCY","ZRH",472
"LCY","GVA",456
"LCY","MUC",564
"LCY","MAN",161
"LCY","VCE",697
"LCY","ARN",891
"LCY","EDI",337
"LCY","GLA",353
"LCY","ORY",217
"LCY","NCE",636
"LCY","BUD",903
"LCY","IBZ",875
"LCY","MAH",828
"LCY","WAW",890
"LCY","NTE",310
"LCY","LUX",299
"LCY","DUS",289
"LCY","LIS",984
"LCY","KEF",1187
"LCY","PMI",835
"LCY","AGP",1048
"LCY","ABZ",404
"LCY","JER",187
"LCY","NCL",254
"LCY","BSL",430
"LCY","BHD",326
"LCY","LIN",593
"LCY","RTM",190
"LCY","OPO",820
"LCY","BLL",473
"LCY","BRN",461
"LCY","IOM",264
"LCY","GRX",1006
"LCY","FLR",741
"LCY","DRS",591
"LCY","DOL",148
"LCY","BVE",451
"LCY","BES",290
"LCY","ANR",191
"LCY","BRE",384
"LCY","CWL",146
"LCY","VNO",1063
"LCY","JSI",1411
"LCY","CMF",484
"GOT","LHR",664
"GOT","LGW",672
"GOT","CDG",718
"GOT","FRA",549
"GOT","HEL",486
"GOT","DUB",778
"GOT","FCO",1095
"GOT","AMS",474
"GOT","PRG",528
"GOT","BCN",1216
"GOT","VIE",683
"GOT","BRU",562
"GOT","MUC",643
"GOT","MAN",640
"GOT","OSL",180
"GOT","ARN",245
"GOT","STN",622
"GOT","SVO",951
"GOT","DOH",2948
"GOT","NCE",991
"GOT","BUD",763
"GOT","ALC",1458
"GOT","LCA",1857
"GOT","WAW",512
"GOT","MLA",1509
"GOT","IST",1344
"GOT","STR",632
"GOT","CPH",142
"GOT","DUS",492
"GOT","PMI",1321
"GOT","RIX",439
"GOT","AGP",1639
"GOT","AYT",1663
"GOT","RHO",1636
"GOT","BRS",739
"GOT","DBV",1075
"GOT","SVG",255
"GOT","TLL",467
"GOT","WRO",489
"GOT","SPU",991
"GOT","LYS",879
"GOT","OTP",1080
"GOT","BEY",1969
"GOT","FAO",1697
"GOT","IKA",2348
"GOT","BHX",659
"GOT","KRK",606
"GOT","ACE",2340
"GOT","LEI",1585
"GOT","CHQ",1623
"GOT","SKG",1275
"GOT","DLM",1631
"GOT","EBL",2067
"GOT","VNO",541
"GOT","BMA",235
"GOT","AAR",113
"GOT","SDL",380
"GOT","BLE",222
"GOT","UME",501
"GOT","PQC",5680
"GOT","BER",368
"VCE","JFK",4141
"VCE","ORD",4653
"VCE","PHL",4234
"VCE","YYZ",4256
"VCE","LHR",715
"VCE","LGW",694
"VCE","CDG",519
"VCE","FRA",359
"VCE","NRT",5951
"VCE","DXB",2751
"VCE","DUB",994
"VCE","FCO",256
"VCE","AMS",582
"VCE","PRG",329
"VCE","BCN",591
"VCE","MAD",873
"VCE","VIE",268
"VCE","ZRH",226
"VCE","GVA",304
"VCE","BRU",519
"VCE","MUC",198
"VCE","MAN",849
"VCE","YUL",3948
"VCE","CGN",441
"VCE","LCY",697
"VCE","OSL",1015
"VCE","ARN",1003
"VCE","EDI",992
"VCE","GLA",1020
"VCE","LPL",868
"VCE","SVO",1301
"VCE","DOH",2577
"VCE","ORY",519
"VCE","NCE",283
"VCE","ATH",792
"VCE","BIO",767
"VCE","IBZ",724
"VCE","MAH",567
"VCE","ICN",5390
"VCE","MLA",675
"VCE","BEG",390
"VCE","TLV",1521
"VCE","IST",871
"VCE","HAM",571
"VCE","STR",265
"VCE","NAP",334
"VCE","NTE",674
"VCE","CPH",698
"VCE","DUS",474
"VCE","LIS",1189
"VCE","TUN",608
"VCE","LTN",726
"VCE","PMI",638
"VCE","RIX",932
"VCE","AGP",1065
"VCE","LBA",849
"VCE","RHO",1030
"VCE","NCL",901
"VCE","EIN",520
"VCE","SVQ",1093
"VCE","BSL",270
"VCE","DBV",357
"VCE","VKO",1285
"VCE","HAJ",495
"VCE","LYS",351
"VCE","MRS",379
"VCE","RTM",572
"VCE","JMK",871
"VCE","JTR",927
"VCE","TLS",555
"VCE","LED",1231
"VCE","BHX",797
"VCE","BFS",1032
"VCE","KRK",467
"VCE","ACE",1814
"VCE","RAK",1453
"VCE","TIA",465
"VCE","BOD",637
"VCE","EFL",659
"VCE","SKG",636
"VCE","BRI",374
"VCE","CTA",572
"VCE","PMO",507
"VCE","OLB",349
"VCE","SAW",909
"VCE","CWL",823
"VCE","SEN",676
"VCE","SUF",497
"VCE","KIV",797
"VCE","AHO",394
"VCE","LWO",615
"VCE","LIL",551
"VCE","AOK",1040
"VCE","LMP",691
"VCE","PNL",600
"VCE","REG",541
"VCE","ZAZ",719
"VCE","AQJ",1646
"VCE","BER",477
"SNN","BOS",2885
"SNN","JFK",3071
"SNN","EWR",3085
"SNN","YYZ",3179
"SNN","LHR",369
"SNN","LGW",387
"SNN","FRA",773
"SNN","MAN",280
"SNN","ARN",1127
"SNN","STN",391
"SNN","EMA",317
"SNN","EDI",316
"SNN","LPL",256
"SNN","NCE",967
"SNN","ALC",1073
"SNN","IBZ",1073
"SNN","PMI",1063
"SNN","PVD",2928
"SNN","AGP",1127
"SNN","BRS",279
"SNN","SWF",3048
"SNN","WRO",1099
"SNN","FAO",1084
"SNN","BHX",301
"SNN","KRK",1242
"SNN","FUE",1693
"SNN","ACE",1658
"SNN","TFS",1747
"SNN","REU",927
"SNN","WMI",1232
"SNN","BVA",528
"SNN","FMM",902
"SNN","PIS",590
"SNN","BER",939
"OSL","BOS",3492
"OSL","FLL",4708
"OSL","JFK",3674
"OSL","LAX",5328
"OSL","MCO",4609
"OSL","MIA",4729
"OSL","LAS",5118
"OSL","EWR",3684
"OSL","LHR",749
"OSL","LGW",762
"OSL","CDG",843
"OSL","FRA",709
"OSL","HEL",474
"OSL","DXB",3190
"OSL","DUB",802
"OSL","PEK",4336
"OSL","FCO",1271
"OSL","AMS",596
"OSL","PRG",708
"OSL","BCN",1360
"OSL","MAD",1498
"OSL","VIE",862
"OSL","ZRH",885
"OSL","GVA",985
"OSL","BRU",691
"OSL","MUC",818
"OSL","MAN",690
"OSL","CGN",662
"OSL","GOT",180
"OSL","VCE",1015
"OSL","ARN",239
"OSL","STN",709
"OSL","EDI",602
"OSL","BKK",5384
"OSL","SVO",996
"OSL","DOH",3078
"OSL","ORY",864
"OSL","NCE",1153
"OSL","MXP",1010
"OSL","ATH",1636
"OSL","ZAG",1018
"OSL","BUD",940
"OSL","ALC",1596
"OSL","BIO",1305
"OSL","IBZ",1532
"OSL","LCA",2017
"OSL","WAW",670
"OSL","MLA",1687
"OSL","BEG",1127
"OSL","ADD",3814
"OSL","TLV",2227
"OSL","IST",1506
"OSL","HAM",455
"OSL","PSA",1140
"OSL","CPH",321
"OSL","DUS",637
"OSL","LIS",1719
"OSL","KEF",1106
"OSL","LPA",2549
"OSL","PMI",1470
"OSL","RIX",514
"OSL","AGP",1764
"OSL","ABZ",519
"OSL","AYT",1827
"OSL","RHO",1806
"OSL","DBV",1254
"OSL","SVG",212
"OSL","BGO",202
"OSL","TLL",479
"OSL","LHE",3446
"OSL","SPU",1170
"OSL","OTP",1244
"OSL","FAO",1807
"OSL","KBP",1027
"OSL","LED",660
"OSL","TRD",225
"OSL","BLL",316
"OSL","PRN",1286
"OSL","AAL",219
"OSL","AES",232
"OSL","TOS",693
"OSL","KRK",777
"OSL","TFS",2569
"OSL","RAK",2159
"OSL","TIA",1347
"OSL","MJV",1633
"OSL","BIA",1220
"OSL","AJA",1265
"OSL","CHQ",1799
