"src","dest","dist"
"ATL","AUS",811
"ATL","BNA",214
"ATL","BOS",945
"ATL","BWI",576
"ATL","DCA",546
"ATL","DFW",729
"ATL","FLL",581
"ATL","IAD",533
"ATL","IAH",688
"ATL","JFK",759
"ATL","LAX",1941
"ATL","LGA",761
"ATL","MCO",404
"ATL","MIA",596
"ATL","MSP",906
"ATL","ORD",606
"ATL","PBI",545
"ATL","PHX",1583
"ATL","RDU",355
"ATL","SEA",2176
"ATL","SFO",2133
"ATL","SJC",2110
"ATL","TPA",407
"ATL","SAN",1886
"ATL","LGB",1928
"ATL","SNA",1913
"ATL","SLC",1586
"ATL","LAS",1742
"ATL","DEN",1196
"ATL","HPN",780
"ATL","SAT",872
"ATL","MSY",424
"ATL","EWR",745
"ATL","CID",694
"ATL","HNL",4492
"ATL","HOU",694
"ATL","ELP",1279
"ATL","SJU",1547
"ATL","CLE",555
"ATL","OAK",2124
"ATL","TUS",1537
"ATL","PHL",665
"ATL","DTW",595
"ANC","DFW",3036
"ANC","IAH",3259
"ANC","LAX",2341
"ANC","MSP",2510
"ANC","ORD",2837
"ANC","PHX",2547
"ANC","SEA",1444
"ANC","SFO",2014
"ANC","LGB",2356
"ANC","LAS",2300
"ANC","DEN",2399
"ANC","HNL",2778
"AUS","ATL",811
"AUS","BNA",755
"AUS","BOS",1695
"AUS","BWI",1339
"AUS","DCA",1313
"AUS","DFW",190
"AUS","FLL",1103
"AUS","IAD",1294
"AUS","IAH",140
"AUS","JFK",1518
"AUS","LAX",1238
"AUS","MCO",992
"AUS","MIA",1101
"AUS","MSP",1042
"AUS","ORD",978
"AUS","PHX",870
"AUS","RDU",1159
"AUS","SEA",1768
"AUS","SFO",1500
"AUS","SJC",1473
"AUS","TPA",925
"AUS","SAN",1161
"AUS","LGB",1223
"AUS","SNA",1206
"AUS","SLC",1085
"AUS","LAS",1087
"AUS","DEN",775
"AUS","SAT",66
"AUS","HNL",3755
"AUS","MSY",443
"AUS","EWR",1501
"AUS","HOU",148
"AUS","ELP",527
"AUS","CLE",1173
"AUS","OAK",1494
"AUS","TUS",795
"AUS","PHL",1428
"AUS","DTW",1148
"BNA","ATL",214
"BNA","AUS",755
"BNA","BOS",940
"BNA","BWI",586
"BNA","DCA",560
"BNA","DFW",630
"BNA","FLL",794
"BNA","IAD",541
"BNA","IAH",656
"BNA","JFK",764
"BNA","LAX",1792
"BNA","LGA",762
"BNA","MCO",617
"BNA","MIA",807
"BNA","MSP",695
"BNA","ORD",409
"BNA","PHX",1445
"BNA","RDU",441
"BNA","SEA",1972
"BNA","SFO",1963
"BNA","TPA",613
"BNA","SAN",1746
"BNA","SLC",1400
"BNA","LAS",1583
"BNA","DEN",1011
"BNA","SAT",821
"BNA","MSY",471
"BNA","EWR",746
"BNA","CID",481
"BNA","HOU",669
"BNA","CLE",448
"BNA","OAK",1953
"BNA","PHL",673
"BNA","DTW",456
"BOS","ATL",945
"BOS","AUS",1695
"BOS","BNA",940
"BOS","BWI",369
"BOS","DCA",398
"BOS","DFW",1558
"BOS","FLL",1238
"BOS","IAD",412
"BOS","IAH",1594
"BOS","JFK",186
"BOS","LAX",2604
"BOS","LGA",184
"BOS","MCO",1121
"BOS","MIA",1259
"BOS","MSP",1120
"BOS","ORD",864
"BOS","PBI",1198
"BOS","PHX",2294
"BOS","RDU",611
"BOS","SEA",2487
"BOS","SFO",2696
"BOS","SJC",2680
"BOS","TPA",1185
"BOS","SAN",2581
"BOS","LGB",2595
"BOS","SLC",2098
"BOS","LAS",2374
"BOS","DEN",1748
"BOS","HPN",166
"BOS","MSY",1366
"BOS","EWR",200
"BOS","HNL",5083
"BOS","HOU",1606
"BOS","SJU",1678
"BOS","CLE",561
"BOS","OAK",2685
"BOS","PHL",280
"BOS","DTW",630
"BWI","ATL",576
"BWI","BNA",586
"BWI","BOS",369
"BWI","DFW",1214
"BWI","FLL",927
"BWI","IAH",1233
"BWI","JFK",183
"BWI","LAX",2322
"BWI","MCO",788
"BWI","MIA",948
"BWI","MSP",934
"BWI","ORD",620
"BWI","PBI",885
"BWI","PHX",1993
"BWI","RDU",256
"BWI","SEA",2327
"BWI","SFO",2449
"BWI","SJC",2431
"BWI","TPA",843
"BWI","SAN",2289
"BWI","SLC",1859
"BWI","AUS",1339
"BWI","LAS",2099
"BWI","DEN",1486
"BWI","SAT",1405
"BWI","MSY",997
"BWI","EWR",169
"BWI","HOU",1244
"BWI","SJU",1568
"BWI","CLE",313
"BWI","OAK",2439
"BWI","PHL",90
"BWI","DTW",408
"DCA","ATL",546
"DCA","AUS",1313
"DCA","BNA",560
"DCA","BOS",398
"DCA","DFW",1189
"DCA","FLL",901
"DCA","IAH",1206
"DCA","JFK",212
"DCA","LAX",2304
"DCA","LGA",214
"DCA","MCO",760
"DCA","MIA",921
"DCA","MSP",928
"DCA","ORD",610
"DCA","PBI",859
"DCA","RDU",227
"DCA","SEA",2321
"DCA","SFO",2435
"DCA","TPA",815
"DCA","SAN",2269
"DCA","LAS",2082
"DCA","DEN",1471
"DCA","HPN",233
"DCA","MSY",968
"DCA","EWR",198
"DCA","HOU",1216
"DCA","SJU",1557
"DCA","PHL",119
"DCA","CLE",309
"DCA","DTW",404
"DFW","ATL",729
"DFW","ANC",3036
"DFW","AUS",190
"DFW","BNA",630
"DFW","BOS",1558
"DFW","BWI",1214
"DFW","DCA",1189
"DFW","FLL",1117
"DFW","IAD",1169
"DFW","IAH",225
"DFW","JFK",1388
"DFW","LAX",1231
"DFW","LGA",1386
"DFW","MCO",983
"DFW","MIA",1119
"DFW","MSP",852
"DFW","ORD",801
"DFW","PBI",1100
"DFW","PHX",866
"DFW","RDU",1058
"DFW","SEA",1657
"DFW","SFO",1460
"DFW","SJC",1435
"DFW","TPA",927
"DFW","SAN",1168
"DFW","SNA",1201
"DFW","SLC",987
"DFW","LAS",1052
"DFW","DEN",641
"DFW","SAT",247
"DFW","MSY",447
"DFW","EWR",1369
"DFW","CID",686
"DFW","HNL",3776
"DFW","HOU",247
"DFW","ELP",550
"DFW","SJU",2162
"DFW","CLE",1019
"DFW","OAK",1453
"DFW","TUS",811
"DFW","SAF",549
"DFW","PHL",1300
"DFW","DTW",985
"FLL","ATL",581
"FLL","AUS",1103
"FLL","BNA",794
"FLL","BOS",1238
"FLL","BWI",927
"FLL","DCA",901
"FLL","DFW",1117
"FLL","IAD",902
"FLL","IAH",963
"FLL","JFK",1070
"FLL","LAX",2337
"FLL","LGA",1077
"FLL","MCO",178
"FLL","MSP",1488
"FLL","ORD",1183
"FLL","PHX",1968
"FLL","RDU",682
"FLL","SEA",2712
"FLL","SFO",2577
"FLL","TPA",197
"FLL","SAN",2263
"FLL","LGB",2322
"FLL","SLC",2080
"FLL","LAS",2168
"FLL","DEN",1701
"FLL","HPN",1099
"FLL","SAT",1143
"FLL","MSY",672
"FLL","EWR",1066
"FLL","HOU",955
"FLL","SJU",1045
"FLL","CLE",1064
"FLL","PHL",994
"FLL","DTW",1129
"IAD","ATL",533
"IAD","AUS",1294
"IAD","BNA",541
"IAD","BOS",412
"IAD","DFW",1169
"IAD","FLL",902
"IAD","IAH",1188
"IAD","JFK",227
"IAD","LAX",2281
"IAD","LGA",228
"IAD","MCO",759
"IAD","MIA",923
"IAD","MSP",906
"IAD","ORD",587
"IAD","PHX",1951
"IAD","RDU",224
"IAD","SEA",2298
"IAD","SFO",2411
"IAD","TPA",811
"IAD","SAN",2247
"IAD","SLC",1822
"IAD","LAS",2059
"IAD","DEN",1448
"IAD","SAT",1359
"IAD","MSY",954
"IAD","EWR",212
"IAD","HNL",4806
"IAD","SJU",1573
"IAD","CLE",288
"IAD","OAK",2401
"IAD","PHL",134
"IAD","DTW",383
"IAH","ATL",688
"IAH","ANC",3259
"IAH","AUS",140
"IAH","BNA",656
"IAH","BOS",1594
"IAH","BWI",1233
"IAH","DCA",1206
"IAH","DFW",225
"IAH","FLL",963
"IAH","IAD",1188
"IAH","JFK",1414
"IAH","LAX",1375
"IAH","LGA",1414
"IAH","MCO",852
"IAH","MIA",962
"IAH","MSP",1035
"IAH","ORD",926
"IAH","PBI",953
"IAH","PHX",1007
"IAH","RDU",1040
"IAH","SEA",1871
"IAH","SFO",1631
"IAH","SJC",1604
"IAH","TPA",786
"IAH","SAN",1300
"IAH","SNA",1343
"IAH","SLC",1194
"IAH","LAS",1219
"IAH","DEN",862
"IAH","SAT",190
"IAH","MSY",304
"IAH","EWR",1397
"IAH","HNL",3895
"IAH","ELP",666
"IAH","SJU",2004
"IAH","CLE",1090
"IAH","TUS",934
"IAH","PHL",1322
"IAH","DTW",1075
"JFK","ATL",759
"JFK","AUS",1518
"JFK","BNA",764
"JFK","BOS",186
"JFK","BWI",183
"JFK","DCA",212
"JFK","DFW",1388
"JFK","FLL",1070
"JFK","IAD",227
"JFK","IAH",1414
"JFK","LAX",2468
"JFK","MCO",945
"JFK","MIA",1091
"JFK","MSP",1025
"JFK","ORD",738
"JFK","PBI",1029
"JFK","PHX",2147
"JFK","RDU",426
"JFK","SEA",2413
"JFK","SFO",2578
"JFK","SJC",2561
"JFK","TPA",1006
"JFK","SAN",2439
"JFK","LGB",2458
"JFK","SNA",2447
"JFK","SLC",1983
"JFK","LAS",2241
"JFK","DEN",1621
"JFK","SAT",1584
"JFK","MSY",1181
"JFK","HNL",4972
"JFK","HOU",1426
"JFK","SJU",1601
"JFK","CLE",424
"JFK","OAK",2568
"JFK","TUS",2131
"JFK","PHL",94
"JFK","DTW",507
"LAX","ATL",1941
"LAX","ANC",2341
"LAX","AUS",1238
"LAX","BNA",1792
"LAX","BOS",2604
"LAX","BWI",2322
"LAX","DCA",2304
"LAX","DFW",1231
"LAX","FLL",2337
"LAX","IAD",2281
"LAX","IAH",1375
"LAX","JFK",2468
"LAX","MCO",2212
"LAX","MIA",2336
"LAX","MSP",1532
"LAX","ORD",1740
"LAX","PBI",2324
"LAX","PHX",369
"LAX","RDU",2232
"LAX","SEA",954
"LAX","SFO",337
"LAX","SJC",308
"LAX","TPA",2152
"LAX","SAN",109
"LAX","SLC",589
"LAX","LAS",236
"LAX","DEN",860
"LAX","SAT",1208
"LAX","MSY",1666
"LAX","EWR",2447
"LAX","CID",1546
"LAX","HNL",2551
"LAX","HOU",1386
"LAX","ELP",713
"LAX","CLE",2047
"LAX","OAK",337
"LAX","TUS",450
"LAX","SAF",708
"LAX","PHL",2395
"LAX","DTW",1973
"LGA","ATL",761
"LGA","BNA",762
"LGA","BOS",184
"LGA","DCA",214
"LGA","DFW",1386
"LGA","FLL",1077
"LGA","IAD",228
"LGA","IAH",1414
"LGA","MCO",951
"LGA","MIA",1098
"LGA","MSP",1017
"LGA","ORD",731
"LGA","PBI",1036
"LGA","PHX",2143
"LGA","RDU",430
"LGA","TPA",1011
"LGA","DEN",1614
"LGA","MSY",1182
"LGA","HOU",1425
"LGA","CLE",417
"LGA","PHL",95
"LGA","DTW",500
"MCO","ATL",404
"MCO","AUS",992
"MCO","BNA",617
"MCO","BOS",1121
"MCO","BWI",788
"MCO","DCA",760
"MCO","DFW",983
"MCO","FLL",178
"MCO","IAD",759
"MCO","IAH",852
"MCO","JFK",945
"MCO","LAX",2212
"MCO","LGA",951
"MCO","MIA",192
"MCO","MSP",1310
"MCO","ORD",1006
"MCO","PHX",1844
"MCO","RDU",535
"MCO","SEA",2549
"MCO","SFO",2440
"MCO","SJC",2415
"MCO","SAN",2143
"MCO","SLC",1927
"MCO","LAS",2034
"MCO","DEN",1544
"MCO","HPN",972
"MCO","SAT",1038
"MCO","MSY",550
"MCO","EWR",938
"MCO","CID",1097
"MCO","HOU",847
"MCO","SJU",1188
"MCO","CLE",897
"MCO","PHL",862
"MCO","DTW",959
"MIA","ATL",596
"MIA","AUS",1101
"MIA","BNA",807
"MIA","BOS",1259
"MIA","BWI",948
"MIA","DCA",921
"MIA","DFW",1119
"MIA","IAD",923
"MIA","IAH",962
"MIA","JFK",1091
"MIA","LAX",2336
"MIA","LGA",1098
"MIA","MCO",192
"MIA","MSP",1501
"MIA","ORD",1198
"MIA","PHX",1967
"MIA","RDU",702
"MIA","SEA",2719
"MIA","SFO",2579
"MIA","TPA",204
"MIA","SAN",2262
"MIA","SLC",2085
"MIA","LAS",2170
"MIA","DEN",1707
"MIA","HPN",1120
"MIA","SAT",1140
"MIA","MSY",673
"MIA","EWR",1087
"MIA","HOU",953
"MIA","SJU",1044
"MIA","CLE",1082
"MIA","PHL",1015
"MIA","DTW",1147
"MSP","ATL",906
"MSP","ANC",2510
"MSP","AUS",1042
"MSP","BNA",695
"MSP","BOS",1120
"MSP","BWI",934
"MSP","DCA",928
"MSP","DFW",852
"MSP","FLL",1488
"MSP","IAD",906
"MSP","IAH",1035
"MSP","JFK",1025
"MSP","LAX",1532
"MSP","LGA",1017
"MSP","MCO",1310
"MSP","MIA",1501
"MSP","ORD",333
"MSP","PBI",1452
"MSP","PHX",1274
"MSP","RDU",979
"MSP","SEA",1394
"MSP","SFO",1584
"MSP","SJC",1571
"MSP","TPA",1307
"MSP","SAN",1529
"MSP","SNA",1519
"MSP","SLC",988
"MSP","LAS",1296
"MSP","DEN",678
"MSP","SAT",1098
"MSP","MSY",1041
"MSP","EWR",1005
"MSP","CID",220
"MSP","HNL",3964
"MSP","CLE",620
"MSP","OAK",1574
"MSP","TUS",1296
"MSP","PHL",978
"MSP","DTW",527
"ORD","ATL",606
"ORD","ANC",2837
"ORD","AUS",978
"ORD","BNA",409
"ORD","BOS",864
"ORD","BWI",620
"ORD","DCA",610
"ORD","DFW",801
"ORD","FLL",1183
"ORD","IAD",587
"ORD","IAH",926
"ORD","JFK",738
"ORD","LAX",1740
"ORD","LGA",731
"ORD","MCO",1006
"ORD","MIA",1198
"ORD","MSP",333
"ORD","PBI",1145
"ORD","PHX",1436
"ORD","RDU",645
"ORD","SEA",1715
"ORD","SFO",1840
"ORD","SJC",1824
"ORD","TPA",1013
"ORD","SAN",1719
"ORD","SNA",1721
"ORD","SLC",1246
"ORD","LAS",1510
"ORD","DEN",885
"ORD","HPN",736
"ORD","SAT",1042
"ORD","MSY",838
"ORD","EWR",717
"ORD","CID",196
"ORD","HNL",4234
"ORD","ELP",1234
"ORD","SJU",2072
"ORD","CLE",315
"ORD","OAK",1830
"ORD","TUS",1434
"ORD","PHL",676
"ORD","DTW",234
"PBI","ATL",545
"PBI","BOS",1198
"PBI","BWI",885
"PBI","DCA",859
"PBI","DFW",1100
"PBI","IAH",953
"PBI","JFK",1029
"PBI","LAX",2324
"PBI","LGA",1036
"PBI","MSP",1452
"PBI","ORD",1145
"PBI","RDU",639
"PBI","TPA",174
"PBI","DEN",1677
"PBI","HPN",1058
"PBI","EWR",1025
"PBI","SJU",1062
"PBI","CLE",1022
"PBI","PHL",952
"PBI","DTW",1088
"PHX","ATL",1583
"PHX","ANC",2547
"PHX","AUS",870
"PHX","BNA",1445
"PHX","BOS",2294
"PHX","BWI",1993
"PHX","DFW",866
"PHX","FLL",1968
"PHX","IAD",1951
"PHX","IAH",1007
"PHX","JFK",2147
"PHX","LAX",369
"PHX","LGA",2143
"PHX","MCO",1844
"PHX","MIA",1967
"PHX","MSP",1274
"PHX","ORD",1436
"PHX","RDU",1885
"PHX","SEA",1106
"PHX","SFO",650
"PHX","SJC",620
"PHX","SAN",303
"PHX","SNA",337
"PHX","SLC",508
"PHX","LAS",255
"PHX","DEN",601
"PHX","SAT",841
"PHX","MSY",1297
"PHX","EWR",2127
"PHX","HNL",2911
"PHX","HOU",1018
"PHX","ELP",346
"PHX","CLE",1733
"PHX","OAK",645
"PHX","TUS",110
"PHX","SAF",369
"PHX","PHL",2069
"PHX","DTW",1667
"RDU","ATL",355
"RDU","AUS",1159
"RDU","BNA",441
"RDU","BOS",611
"RDU","BWI",256
"RDU","DCA",227
"RDU","DFW",1058
"RDU","FLL",682
"RDU","IAD",224
"RDU","IAH",1040
"RDU","JFK",426
"RDU","LAX",2232
"RDU","LGA",430
"RDU","MCO",535
"RDU","MIA",702
"RDU","MSP",979
"RDU","ORD",645
"RDU","PBI",639
"RDU","PHX",1885
"RDU","SEA",2347
"RDU","SFO",2393
"RDU","TPA",588
"RDU","SAN",2187
"RDU","SLC",1818
"RDU","LAS",2020
"RDU","DEN",1432
"RDU","SAT",1222
"RDU","EWR",416
"RDU","MSY",778
"RDU","HOU",1048
"RDU","SJU",1434
"RDU","CLE",416
"RDU","PHL",337
"RDU","DTW",501
"SEA","ATL",2176
"SEA","ANC",1444
"SEA","AUS",1768
"SEA","BNA",1972
"SEA","BOS",2487
"SEA","DCA",2321
"SEA","BWI",2327
"SEA","DFW",1657
"SEA","FLL",2712
"SEA","IAD",2298
"SEA","IAH",1871
"SEA","JFK",2413
"SEA","LAX",954
"SEA","MCO",2549
"SEA","MIA",2719
"SEA","MSP",1394
"SEA","ORD",1715
"SEA","PHX",1106
"SEA","RDU",2347
"SEA","SFO",679
"SEA","SJC",697
"SEA","TPA",2515
"SEA","SAN",1051
"SEA","LGB",966
"SEA","SNA",979
"SEA","SLC",687
"SEA","LAS",866
"SEA","DEN",1021
"SEA","SAT",1772
"SEA","MSY",2082
"SEA","EWR",2394
"SEA","HNL",2675
"SEA","HOU",1891
"SEA","ELP",1367
"SEA","OAK",672
"SEA","TUS",1215
"SEA","PHL",2371
"SEA","DTW",1921
"SFO","ATL",2133
"SFO","ANC",2014
"SFO","AUS",1500
"SFO","BNA",1963
"SFO","BOS",2696
"SFO","BWI",2449
"SFO","DCA",2435
"SFO","DFW",1460
"SFO","FLL",2577
"SFO","IAD",2411
"SFO","IAH",1631
"SFO","JFK",2578
"SFO","LAX",337
"SFO","MCO",2440
"SFO","MIA",2579
"SFO","MSP",1584
"SFO","ORD",1840
"SFO","PHX",650
"SFO","RDU",2393
"SFO","SEA",679
"SFO","TPA",2387
"SFO","SAN",446
"SFO","LGB",353
"SFO","SNA",371
"SFO","SLC",597
"SFO","LAS",413
"SFO","DEN",964
"SFO","SAT",1479
"SFO","MSY",1906
"SFO","EWR",2557
"SFO","HNL",2395
"SFO","CLE",2155
"SFO","TUS",750
"SFO","PHL",2513
"SFO","DTW",2072
"SJC","ATL",2110
"SJC","AUS",1473
"SJC","BOS",2680
"SJC","BWI",2431
"SJC","DFW",1435
"SJC","IAH",1604
"SJC","JFK",2561
"SJC","LAX",308
"SJC","MCO",2415
"SJC","MSP",1571
"SJC","ORD",1824
"SJC","PHX",620
"SJC","SEA",697
"SJC","SAN",417
"SJC","LGB",324
"SJC","SNA",342
"SJC","SLC",583
"SJC","LAS",385
"SJC","DEN",945
"SJC","SAT",1451
"SJC","MSY",1880
"SJC","EWR",2541
"SJC","HNL",2413
"SJC","HOU",1618
"SJC","TUS",720
"SJC","DTW",2056
"TPA","ATL",407
"TPA","AUS",925
"TPA","BNA",613
"TPA","BOS",1185
"TPA","BWI",843
"TPA","DCA",815
"TPA","DFW",927
"TPA","FLL",197
"TPA","IAD",811
"TPA","IAH",786
"TPA","JFK",1006
"TPA","LAX",2152
"TPA","LGA",1011
"TPA","MIA",204
"TPA","MSP",1307
"TPA","ORD",1013
"TPA","PBI",174
"TPA","RDU",588
"TPA","SEA",2515
"TPA","SFO",2387
"TPA","SAN",2081
"TPA","SLC",1884
"TPA","LAS",1979
"TPA","DEN",1504
"TPA","HPN",1033
"TPA","SAT",970
"TPA","MSY",487
"TPA","EWR",998
"TPA","HOU",779
"TPA","SJU",1236
"TPA","CLE",929
"TPA","PHL",921
"TPA","DTW",984
"SAN","ATL",1886
"SAN","AUS",1161
"SAN","BNA",1746
"SAN","BOS",2581
"SAN","BWI",2289
"SAN","DCA",2269
"SAN","DFW",1168
"SAN","FLL",2263
"SAN","IAD",2247
"SAN","IAH",1300
"SAN","JFK",2439
"SAN","LAX",109
"SAN","MCO",2143
"SAN","MIA",2262
"SAN","MSP",1529
"SAN","ORD",1719
"SAN","PHX",303
"SAN","RDU",2187
"SAN","SEA",1051
"SAN","SFO",446
"SAN","SJC",417
"SAN","TPA",2081
"SAN","SLC",626
"SAN","LAS",259
"SAN","DEN",852
"SAN","SAT",1127
"SAN","MSY",1595
"SAN","EWR",2419
"SAN","HNL",2608
"SAN","HOU",1309
"SAN","ELP",634
"SAN","OAK",446
"SAN","CLE",2021
"SAN","TUS",367
"SAN","PHL",2363
"SAN","DTW",1951
"LGB","ATL",1928
"LGB","ANC",2356
"LGB","AUS",1223
"LGB","BOS",2595
"LGB","FLL",2322
"LGB","JFK",2458
"LGB","SEA",966
"LGB","SFO",353
"LGB","SJC",324
"LGB","LAS",231
"LGB","HNL",2564
"LGB","OAK",353
"SNA","ATL",1913
"SNA","AUS",1206
"SNA","DFW",1201
"SNA","IAH",1343
"SNA","JFK",2447
"SNA","MSP",1519
"SNA","ORD",1721
"SNA","PHX",337
"SNA","SEA",979
"SNA","SFO",371
"SNA","SJC",342
"SNA","SLC",588
"SNA","LAS",226
"SNA","DEN",844
"SNA","SAT",1174
"SNA","EWR",2426
"SNA","HOU",1353
"SNA","OAK",371
"SNA","DTW",1954
"SLC","ATL",1586
"SLC","AUS",1085
"SLC","BNA",1400
"SLC","BOS",2098
"SLC","BWI",1859
"SLC","DFW",987
"SLC","FLL",2080
"SLC","IAD",1822
"SLC","IAH",1194
"SLC","JFK",1983
"SLC","LAX",589
"SLC","MCO",1927
"SLC","MIA",2085
"SLC","MSP",988
"SLC","ORD",1246
"SLC","PHX",508
"SLC","RDU",1818
"SLC","SEA",687
"SLC","SFO",597
"SLC","SJC",583
"SLC","TPA",1884
"SLC","SAN",626
"SLC","SNA",588
"SLC","LAS",368
"SLC","DEN",390
"SLC","SAT",1086
"SLC","MSY",1426
"SLC","EWR",1962
"SLC","ELP",694
"SLC","CLE",1560
"SLC","OAK",587
"SLC","TUS",602
"SLC","PHL",1920
"SLC","DTW",1477
"LAS","ATL",1742
"LAS","ANC",2300
"LAS","AUS",1087
"LAS","BNA",1583
"LAS","BOS",2374
"LAS","BWI",2099
"LAS","DCA",2082
"LAS","DFW",1052
"LAS","FLL",2168
"LAS","IAD",2059
"LAS","IAH",1219
"LAS","JFK",2241
"LAS","LAX",236
"LAS","MCO",2034
"LAS","MIA",2170
"LAS","MSP",1296
"LAS","ORD",1510
"LAS","PHX",255
"LAS","RDU",2020
"LAS","SEA",866
"LAS","SFO",413
"LAS","SJC",385
"LAS","TPA",1979
"LAS","SAN",259
"LAS","LGB",231
"LAS","SNA",226
"LAS","SLC",368
"LAS","DEN",627
"LAS","SAT",1066
"LAS","MSY",1496
"LAS","EWR",2220
"LAS","CID",1316
"LAS","HNL",2757
"LAS","HOU",1232
"LAS","ELP",582
"LAS","CLE",1819
"LAS","OAK",406
"LAS","TUS",364
"LAS","PHL",2170
"LAS","DTW",1744
"DEN","ATL",1196
"DEN","ANC",2399
"DEN","AUS",775
"DEN","BNA",1011
"DEN","BOS",1748
"DEN","BWI",1486
"DEN","DCA",1471
"DEN","DFW",641
"DEN","FLL",1701
"DEN","IAD",1448
"DEN","IAH",862
"DEN","JFK",1621
"DEN","LAX",860
"DEN","LGA",1614
"DEN","MCO",1544
"DEN","MIA",1707
"DEN","MSP",678
"DEN","ORD",885
"DEN","PBI",1677
"DEN","PHX",601
"DEN","RDU",1432
"DEN","SEA",1021
"DEN","SFO",964
"DEN","SJC",945
"DEN","TPA",1504
"DEN","SAN",852
"DEN","SNA",844
"DEN","SLC",390
"DEN","LAS",627
"DEN","SAT",795
"DEN","MSY",1061
"DEN","EWR",1600
"DEN","CID",690
"DEN","HNL",3358
"DEN","HOU",883
"DEN","ELP",564
"DEN","CLE",1197
"DEN","OAK",954
"DEN","TUS",639
"DEN","SAF",303
"DEN","PHL",1553
"DEN","DTW",1119
"HPN","ATL",780
"HPN","BOS",166
"HPN","DCA",233
"HPN","FLL",1099
"HPN","MCO",972
"HPN","MIA",1120
"HPN","ORD",736
"HPN","PBI",1058
"HPN","TPA",1033
"HPN","PHL",115
"HPN","DTW",504
"SAT","ATL",872
"SAT","AUS",66
"SAT","BNA",821
"SAT","BWI",1405
"SAT","DFW",247
"SAT","FLL",1143
"SAT","IAD",1359
"SAT","IAH",190
"SAT","JFK",1584
"SAT","LAX",1208
"SAT","MCO",1038
"SAT","MIA",1140
"SAT","MSP",1098
"SAT","ORD",1042
"SAT","PHX",841
"SAT","RDU",1222
"SAT","SEA",1772
"SAT","SFO",1479
"SAT","SJC",1451
"SAT","TPA",970
"SAT","SAN",1127
"SAT","SNA",1174
"SAT","SLC",1086
"SAT","LAS",1066
"SAT","DEN",795
"SAT","MSY",493
"SAT","EWR",1566
"SAT","HOU",192
"SAT","ELP",495
"SAT","CLE",1239
"SAT","OAK",1473
"SAT","PHL",1493
"SAT","DTW",1214
"MSY","ATL",424
"MSY","AUS",443
"MSY","BNA",471
"MSY","BOS",1366
"MSY","BWI",997
"MSY","DCA",968
"MSY","DFW",447
"MSY","FLL",672
"MSY","IAD",954
"MSY","IAH",304
"MSY","JFK",1181
"MSY","LAX",1666
"MSY","LGA",1182
"MSY","MCO",550
"MSY","MIA",673
"MSY","MSP",1041
"MSY","ORD",838
"MSY","PHX",1297
"MSY","RDU",778
"MSY","SEA",2082
"MSY","SFO",1906
"MSY","SJC",1880
"MSY","TPA",487
"MSY","SAN",1595
"MSY","SLC",1426
"MSY","LAS",1496
"MSY","DEN",1061
"MSY","SAT",493
"MSY","EWR",1166
"MSY","HOU",302
"MSY","CLE",917
"MSY","OAK",1898
"MSY","PHL",1087
"MSY","DTW",927
"EWR","ATL",745
"EWR","AUS",1501
"EWR","BNA",746
"EWR","BOS",200
"EWR","BWI",169
"EWR","DCA",198
"EWR","DFW",1369
"EWR","FLL",1066
"EWR","IAD",212
"EWR","IAH",1397
"EWR","LAX",2447
"EWR","MCO",938
"EWR","MIA",1087
"EWR","MSP",1005
"EWR","ORD",717
"EWR","PBI",1025
"EWR","PHX",2127
"EWR","RDU",416
"EWR","SEA",2394
"EWR","SFO",2557
"EWR","SJC",2541
"EWR","TPA",998
"EWR","SAN",2419
"EWR","SNA",2426
"EWR","SLC",1962
"EWR","LAS",2220
"EWR","DEN",1600
"EWR","SAT",1566
"EWR","MSY",1166
"EWR","HNL",4951
"EWR","HOU",1409
"EWR","SJU",1611
"EWR","CLE",403
"EWR","OAK",2547
"EWR","PHL",80
"EWR","DTW",486
"CID","ATL",694
"CID","BNA",481
"CID","DFW",686
"CID","LAX",1546
"CID","MCO",1097
"CID","MSP",220
"CID","ORD",196
"CID","DEN",690
"CID","LAS",1316
"CID","DTW",429
"HNL","ATL",4492
"HNL","ANC",2778
"HNL","AUS",3755
"HNL","BOS",5083
"HNL","DFW",3776
"HNL","IAD",4806
"HNL","IAH",3895
"HNL","JFK",4972
"HNL","LAX",2551
"HNL","MSP",3964
"HNL","ORD",4234
"HNL","PHX",2911
"HNL","SEA",2675
"HNL","SFO",2395
"HNL","SJC",2413
"HNL","SAN",2608
"HNL","LGB",2564
"HNL","LAS",2757
"HNL","DEN",3358
"HNL","EWR",4951
"HNL","OAK",2405
"HOU","ATL",694
"HOU","AUS",148
"HOU","BNA",669
"HOU","BOS",1606
"HOU","BWI",1244
"HOU","DCA",1216
"HOU","DFW",247
"HOU","FLL",955
"HOU","JFK",1426
"HOU","LAX",1386
"HOU","LGA",1425
"HOU","MCO",847
"HOU","MIA",953
"HOU","PHX",1018
"HOU","RDU",1048
"HOU","SJC",1618
"HOU","SEA",1891
"HOU","TPA",779
"HOU","SAN",1309
"HOU","SNA",1353
"HOU","LAS",1232
"HOU","DEN",883
"HOU","SAT",192
"HOU","MSY",302
"HOU","EWR",1409
"HOU","ELP",675
"HOU","SJU",1994
"HOU","CLE",1106
"HOU","OAK",1638
"HOU","PHL",1333
"ELP","ATL",1279
"ELP","AUS",527
